Property Name,Portfolio Manager ID,Street Address,City/Municipality,State/Province,Postal Code,Country,Property Type - Self-Selected,Gross Floor Area,GFA Units
L'Amoreaux Tennis Centre,34999413,300 SILVER SPRINGS BLVD,Scarborough,Ontario,M1V 1S4,Canada,Other - Recreation,31474,Sq. Ft.
Irving W. Chapley Community Centre,34999410,205 WILMINGTON AVE,North York,Ontario,M3H 6B3,Canada,Other - Recreation,6997,Sq. Ft.
Jimmie Simpson Recreation Centre,34999411,870 QUEEN ST E,Toronto,Ontario,M4M 3G9,Canada,Other - Recreation,43906,Sq. Ft.
Grandravine Community Recreation Centre,34999408,23 GRANDRAVINE DR,North York,Ontario,M3J 1B3,Canada,Other - Recreation,33637,Sq. Ft.
Heron Park Community Centre,34999409,292 MANSE RD,Scarborough,Ontario,M1E 3V4,Canada,Other - Recreation,52377,Sq. Ft.
Angela James Arena,34999422,165 GRENOBLE DR,North York,Ontario,M3C 3E7,Canada,Indoor Arena,25640,Sq. Ft.
Baycrest Arena,34999423,160 NEPTUNE DR,North York,Ontario,M6A 2Y3,Canada,Indoor Arena,27060,Sq. Ft.
Wallace Emerson Community Centre,34999420,1260 DUFFERIN ST,Toronto,Ontario,M6H 4C3,Canada,Other - Recreation,51882,Sq. Ft.
Albion Arena,34999421,1501 ALBION RD,Etobicoke,Ontario,M9V 1B2,Canada,Indoor Arena,32658,Sq. Ft.
Pleasantview Community Centre,34999418,545 VAN HORNE AVE,North York,Ontario,M2J 4S8,Canada,Other - Recreation,30559,Sq. Ft.
Roding Community Centre,34999419,600 RODING ST,North York,Ontario,M3M 2A5,Canada,Other - Recreation,30494,Sq. Ft.
Mitchell Field Community Centre,34999416,89 CHURCH AVE,North York,Ontario,M2N 6C9,Canada,Other - Recreation,30182,Sq. Ft.
Oriole Community Centre,34999417,2975 DON MILLS RD W,North York,Ontario,M2J 3B7,Canada,Other - Recreation,64347,Sq. Ft.
Rockcliffe GreenHouse,34999398,301 ROCKCLIFFE BLVD,Toronto,Ontario,M6N 4R8,Canada,Other - Public Services,12271,Sq. Ft.
Agincourt Recreation Centre,34999399,15 HEATHER RD,Scarborough,Ontario,M1S 2B7,Canada,Other - Recreation,93398,Sq. Ft.
High Park Greenhouses,34999396,1873 BLOOR ST W,Toronto,Ontario,M6P 3K7,Canada,Other - Public Services,60386,Sq. Ft.
Riverlea Greenhouse,34999397,919 SCARLETT RD,Etobicoke,Ontario,M9P 2V3,Canada,Other - Public Services,17018,Sq. Ft.
Centennial Park Conservatory,34999394,151 ELMCREST RD,Etobicoke,Ontario,M9C 3S2,Canada,Other - Public Services,29170,Sq. Ft.
Cloud Gardens,34999395,14 TEMPERANCE ST,Toronto,Ontario,M5H 1Y4,Canada,Other - Public Services,6243,Sq. Ft.
Toryork Office,34999392,40 TORYORK DR,North York,Ontario,M9L 1X6,Canada,Fire Station,42625,Sq. Ft.
Allan Gardens,34999393,121 CARLTON ST,Toronto,Ontario,M5A 2K2,Canada,Other - Public Services,25177,Sq. Ft.
Gord & Irene Risk Community Centre,34999406,2650 FINCH AVE W,North York,Ontario,M9M 3A3,Canada,Other - Recreation,44304,Sq. Ft.
Goulding Community Centre,34999407,45 GOULDING AVE,North York,Ontario,M2M 1K8,Canada,Other - Recreation,43540,Sq. Ft.
Cummer Park Community Centre,34999404,6000 LESLIE ST,North York,Ontario,M2H 1J9,Canada,Other - Recreation,34348,Sq. Ft.
Glenlong Community Centre,34999405,35 GLEN LONG AVE,Toronto,Ontario,M6B 2M1,Canada,Other - Recreation,10236,Sq. Ft.
Broadlands Community Centre,34999402,19 CASTLEGROVE BLVD,North York,Ontario,M3A 1K9,Canada,Other - Recreation,10667,Sq. Ft.
Centennial Recreation Centre,34999403,1967 ELLESMERE RD,Scarborough,Ontario,M1H 2W5,Canada,Other - Recreation,102376,Sq. Ft.
Birchmount Community Centre,34999401,93 BIRCHMOUNT RD,Scarborough,Ontario,M1N 3J7,Canada,Other - Recreation,46166,Sq. Ft.
Victoria Village Arena,34999446,190 BERMONDSEY RD,North York,Ontario,M4A 1Y1,Canada,Indoor Arena,33637,Sq. Ft.
York Mills Arena,34999447,2539 BAYVIEW AVE,North York,Ontario,M2L 1A9,Canada,Indoor Arena,23573,Sq. Ft.
Scarborough Village Recreation Centre,34999445,3600 KINGSTON RD,Scarborough,Ontario,M1M 1R9,Canada,Indoor Arena,58125,Sq. Ft.
Phil White Arena,34999442,443 ARLINGTON AVE,Toronto,Ontario,M6C 3A4,Canada,Indoor Arena,25941,Sq. Ft.
Pine Point Arena,34999443,15 GRIERSON RD,Etobicoke,Ontario,M9W 3R2,Canada,Indoor Arena,32001,Sq. Ft.
Long Branch Arena,34999440,75 ARCADIAN CRCL,Etobicoke,Ontario,M8W 2Z5,Canada,Indoor Arena,25629,Sq. Ft.
Mimico Arena,34999441,31 DRUMMOND ST,Etobicoke,Ontario,M8V 1Y7,Canada,Indoor Arena,35607,Sq. Ft.
East York Community Centre,34999454,1081 PAPE AVE,Toronto,Ontario,M4K 3W6,Canada,Other - Recreation,31000,Sq. Ft.
Etobicoke Olympium,34999455,590 RATHBURN RD,Etobicoke,Ontario,M9C 3T3,Canada,Other - Recreation,139995,Sq. Ft.
Dennis R. Timbrell Resource Centre,34999452,29 ST DENNIS DR,North York,Ontario,M3C 3J3,Canada,Other - Recreation,34348,Sq. Ft.
Douglas Snow Aquatic Centre,34999453,5100 YONGE ST,North York,Ontario,M2N 5V7,Canada,Other - Recreation,40666,Sq. Ft.
Antibes Park (Community Centre),34999450,140 ANTIBES DR,North York,Ontario,M2R 3J3,Canada,Other - Recreation,18492,Sq. Ft.
Beaches Recreation Centre,34999451,6 WILLIAMSON RD,Toronto,Ontario,M4E 1K5,Canada,Other - Recreation,14445,Sq. Ft.
Albion Pool & Health Club,34999448,1485 ALBION RD,Etobicoke,Ontario,M9V 1B2,Canada,Other - Recreation,20688,Sq. Ft.
Annette Community Recreation Centre,34999449,333 ANNETTE ST,Toronto,Ontario,M6P 1R3,Canada,Other - Recreation,20774,Sq. Ft.
Don Montgomery Community Centre,34999430,2467 EGLINTON AVE E,Scarborough,Ontario,M1K 2R1,Canada,Indoor Arena,89125,Sq. Ft.
Downsview Arena,34999431,1633 WILSON AVE,North York,Ontario,M3L 1A5,Canada,Indoor Arena,34218,Sq. Ft.
Commander Park Recreation Centre,34999428,140 COMMANDER BLVD,Scarborough,Ontario,M1S 3H7,Canada,Indoor Arena,56317,Sq. Ft.
Don MilIs Citivan Arena,34999429,1030 DON MILLS RD,North York,Ontario,M3C 1W6,Canada,Indoor Arena,27857,Sq. Ft.
Central Arena,34999426,50 MONTGOMERY RD,Etobicoke,Ontario,M8X 1Z4,Canada,Indoor Arena,32001,Sq. Ft.
Chris Tonks Arena,34999427,95 BLACK CREEK DR,Toronto,Ontario,M6M 2K6,Canada,Indoor Arena,23638,Sq. Ft.
Bayview Arena,34999424,3230 BAYVIEW AVE,North York,Ontario,M2M 3R7,Canada,Indoor Arena,28417,Sq. Ft.
Centennial Park Arena & Stadium,34999425,156 CENTENNIAL PARK RD,Etobicoke,Ontario,M9C 5H1,Canada,Indoor Arena,72050,Sq. Ft.
Lambton Arena,34999438,4100 DUNDAS ST W,Toronto,Ontario,M6S 2T7,Canada,Indoor Arena,24854,Sq. Ft.
Herbert H. Carnegie Centennial Centre,34999436,580 FINCH AVE W,North York,Ontario,M2R 1N7,Canada,Indoor Arena,42270,Sq. Ft.
John Booth Memorial Arena,34999437,230 GOSFORD BLVD,North York,Ontario,M3N 2H1,Canada,Indoor Arena,27007,Sq. Ft.
Fenside Arena,34999434,30 SLIDELL CRES,North York,Ontario,M3A 2C4,Canada,Indoor Arena,26307,Sq. Ft.
Habitant Arena,34999435,3383 WESTON RD,Toronto,Ontario,M6N 3P6,Canada,Indoor Arena,26307,Sq. Ft.
East York Curling Club,34999432,901 COSBURN AVE,Toronto,Ontario,M4C 2W7,Canada,Indoor Arena,17868,Sq. Ft.
East York Memorial Arena,34999433,888 COSBURN AVE,Toronto,Ontario,M4C 2W6,Canada,Indoor Arena,30257,Sq. Ft.
888 Cosburn Ave (Blower),34999478,373 CEDARVALE AVE,Toronto,Ontario,M4C 4K7,Canada,Other - Public Services,1,Sq. Ft.
Beare Road Landfill (Closed),34999479,8145 FINCH AVE E,Scarborough,Ontario,M1B 5W3,Canada,Other - Public Services,5942,Sq. Ft.
Dee Avenue Lab,34999476,30 DEE AVE,Toronto,Ontario,M9N 1S9,Canada,Other - Public Services,14994,Sq. Ft.
110 Coe Hill Dr (Blower Enclosure),34999477,110 COE HILL DR,Toronto,Ontario,M6S 3E1,Canada,Other - Public Services,20,Sq. Ft.
University Settlement,34999474,23 GRANGE RD,Toronto,Ontario,M5T 1C3,Canada,Other - Recreation,47566,Sq. Ft.
York Recreation Centre,34999475,115 Black Creek Dr,Toronto,Ontario,M6N 2K6,Canada,Other - Recreation,67879,Sq. Ft.
The Elms Pool and Community School,34999472,45 GOLFDOWN DR,Etobicoke,Ontario,M9W 2H8,Canada,Other - Recreation,13885,Sq. Ft.
Trinity Community Recreation Centre,34999473,155 CRAWFORD ST,Toronto,Ontario,M6J 2V5,Canada,Other - Recreation,36909,Sq. Ft.
100 Rosedale Valley,34999486,100 ROSEDALE VALLEY RD,Toronto,Ontario,M4W 1P7,Canada,Other - Public Services,2691,Sq. Ft.
Storer Landfill,34999484,57A Storer Dr,North York,Ontario,M9M 1X6,Canada,Other - Public Services,1,Sq. Ft.
1 STRATHMORE BLVD,34999485,1 STRATHMORE BLVD,Toronto,Ontario,M4J 1P1,Canada,Other - Public Services,2383,Sq. Ft.
Donlands Landfill,34999482,485 DONLANDS AVE,Toronto,Ontario,M4J 3S4,Canada,Other - Public Services,603,Sq. Ft.
Keele Valley Landfill,34999483,200 McNaughton Rd,Maple,Ontario,L6A 4E2,Canada,Other - Public Services,10764,Sq. Ft.
Brock North Landfill (Closed),34999480,3rd Concession Rd & Rossland Rd,Pickering,Ontario,L1T 4P8,Canada,Other - Public Services,1,Sq. Ft.
Brock West Landfill (Closed),34999481,2357 Meriadoc Dr,Pickering,Ontario,L1X 2T1,Canada,Other - Public Services,10764,Sq. Ft.
Main Square Community Centre,34999462,245 MAIN ST,Toronto,Ontario,M4C 5R8,Canada,Other - Recreation,35123,Sq. Ft.
Mary McCormick Recreation Centre,34999463,66 SHERIDAN AVE,Toronto,Ontario,M6K 2G9,Canada,Other - Recreation,43099,Sq. Ft.
John Innes Community Recreation Centre,34999460,140 SHERBOURNE ST,Toronto,Ontario,M5A 2R6,Canada,Other - Recreation,28055,Sq. Ft.
Joseph J. Piccininni Community Centre,34999461,1369 ST CLAIR AVE W,Toronto,Ontario,M6E 1C5,Canada,Other - Recreation,70030,Sq. Ft.
Gus Ryder Pool and Health Club,34999458,1 FAUSTINA DR,Etobicoke,Ontario,M8V 3L9,Canada,Other - Recreation,21097,Sq. Ft.
Harrison Pool,34999459,15 STEPHANIE ST,Toronto,Ontario,M5T 1B1,Canada,Other - Recreation,15263,Sq. Ft.
Fairmount Park Community Centre,34999456,1725 GERRARD ST E,Toronto,Ontario,M4L 2B3,Canada,Other - Recreation,4359,Sq. Ft.
Frankland Community Centre,34999457,816 LOGAN AVE,Toronto,Ontario,M4K 3E1,Canada,Other - Recreation,15308,Sq. Ft.
St Albans Boys Club,34999470,843 PALMERSTON AVE,Toronto,Ontario,M6G 2R8,Canada,Other - Recreation,23293,Sq. Ft.
St Lawrence Community Recreation Centre,34999471,246 THE ESPLANADE,Toronto,Ontario,M5A 4J6,Canada,Other - Recreation,46113,Sq. Ft.
Pam McConnell Aquatic Centre,34999468,640 DUNDAS ST E,Toronto,Ontario,M5A 2B8,Canada,Other - Recreation,30505,Sq. Ft.
Scadding Court C.C.,34999469,707 DUNDAS ST W,Toronto,Ontario,M5T 2W6,Canada,Other - Recreation,46694,Sq. Ft.
Norseman Community School and Pool,34999466,105 NORSEMAN ST,Etobicoke,Ontario,M8Z 2R1,Canada,Other - Recreation,19052,Sq. Ft.
North Toronto Memorial Community Centre,34999467,200 EGLINTON AVE W,Toronto,Ontario,M4R 1C3,Canada,Other - Recreation,74820,Sq. Ft.
Matty Eckler Recreation Centre,34999464,953 GERRARD ST E,Toronto,Ontario,M4M 1Z4,Canada,Other - Recreation,47383,Sq. Ft.
Memorial Pool and Health Club,34999465,44 MONTGOMERY RD,Etobicoke,Ontario,M8X 1Z4,Canada,Other - Recreation,13444,Sq. Ft.
4200 Eglinton Ave W,34999510,4200 EGLINTON AVE W,Etobicoke,Ontario,M9A 4M3,Canada,Other - Public Services,2002,Sq. Ft.
43 Edwin Ave,34999511,43 EDWIN AVE,Toronto,Ontario,M6P 3Z5,Canada,Other - Public Services,1074,Sq. Ft.
40 DARRELL AVE,34999508,40 DARRELL AVE,Toronto,Ontario,M4E 2G4,Canada,Other - Public Services,962,Sq. Ft.
40 Russell Hill Rd,34999509,40 RUSSELL HILL RD,Toronto,Ontario,M4V 2T2,Canada,Other - Public Services,3735,Sq. Ft.
388 EVANS AVE,34999506,388 EVANS AVE,Etobicoke,Ontario,M8Z 1K6,Canada,Other - Public Services,7500,Sq. Ft.
39 Commissioners St.,34999507,39 Commissioners St.,Toronto,Ontario,M5A 1A6,Canada,Other - Public Services,1,Sq. Ft.
30 Woodrow Ave,34999504,30 Woodrow Ave,Toronto,Ontario,M4C 5S2,Canada,Other - Public Services,1,Sq. Ft.
313 Gainsborough Rd,34999505,315 GAINSBOROUGH RD,Toronto,Ontario,M4L 3C6,Canada,Other - Public Services,484,Sq. Ft.
73 Spadina,34999518,73 SPADINA RD,Toronto,Ontario,M5R 2T1,Canada,Other - Public Services,2548,Sq. Ft.
74 Dupont St.,34999519,74 Dupont St.,Toronto,Ontario,M5R 1V2,Canada,Other - Public Services,1,Sq. Ft.
610 Bay St,34999516,610 Bay St,Toronto,Ontario,M5G 1M5,Canada,Other - Public Services,1,Sq. Ft.
705 Progress Ave,34999517,705 Progress Ave,Scarborough,Ontario,M1H 2X1,Canada,Other - Public Services,1,Sq. Ft.
468 Queen St W (468/470),34999514,468 Queen St W,Toronto,Ontario,M5V 2B2,Canada,Other - Public Services,1,Sq. Ft.
567 ARLINGTON,34999515,567 ARLINGTON AVE,Toronto,Ontario,M6C 3A6,Canada,Other - Public Services,1066,Sq. Ft.
460 Jarvis St,34999512,460 JARVIS ST,Toronto,Ontario,M4Y 2X8,Canada,Other - Public Services,1,Sq. Ft.
14 Woodrow Ave,34999494,14 Woodrow Ave,Toronto,Ontario,M4C 5S2,Canada,Other - Public Services,1,Sq. Ft.
134 Spadina Rd,34999492,134 SPADINA RD,Toronto,Ontario,M5R 2T8,Canada,Other - Public Services,3369,Sq. Ft.
136 Spadina Rd,34999493,136 SPADINA RD,Toronto,Ontario,M5R 2T8,Canada,Other - Public Services,2626,Sq. Ft.
113 Spadina Rd,34999490,113 SPADINA RD,Toronto,Ontario,M5R 2T1,Canada,Other - Public Services,2982,Sq. Ft.
130 Elizabeth St,34999491,130 Elizabeth St,Toronto,Ontario,M5G 1C6,Canada,Other - Public Services,1,Sq. Ft.
111 KING ST E,34999488,111 KING ST E,Toronto,Ontario,M5C 1G6,Canada,Other - Public Services,8775,Sq. Ft.
111 Spadina Rd.,34999489,111 SPADINA RD,Toronto,Ontario,M5R 2T1,Canada,Other - Public Services,4758,Sq. Ft.
292-296 Parliament St,34999502,292-296 Parliament St,Toronto,Ontario,M5A 3A4,Canada,Other - Public Services,1,Sq. Ft.
3 STRATHMORE BLVD,34999503,3 STRATHMORE BLVD,Toronto,Ontario,M4J 1P1,Canada,Other - Public Services,1328,Sq. Ft.
238 Queen St. W,34999500,238 Queen St. W,Toronto,Ontario,M5V 1Z7,Canada,Other - Public Services,11930,Sq. Ft.
1845 Kingston Rd,34999498,1845 KINGSTON RD,Scarborough,Ontario,M1N 1T3,Canada,Other - Public Services,2400,Sq. Ft.
17 Mill St [George S Pratt House],34999496,17 MILL ST,North York,Ontario,M2P 1B3,Canada,Other - Public Services,2000,Sq. Ft.
1761 Sheppard Ave E,34999497,1761 Sheppard Ave. E,North York,Ontario,M2J 0A5,Canada,Other - Public Services,1,Sq. Ft.
High Park Washroom (Rock Garden),34999542,1873 Bloor St. W,Toronto,Ontario,M6R 2Z3,Canada,Other - Public Services,1,Sq. Ft.
10 Daventry Rd,34999543,10 Daventry Rd,Scarborough,Ontario,M1H 1X9,Canada,Other - Public Services,1,Sq. Ft.
High Park Washroom (Children's Garden),34999540,1873 Bloor St W,Toronto,Ontario,M6R 2Z3,Canada,Other - Public Services,1,Sq. Ft.
High Park Washroom (Former Chess Club),34999541,1873 Bloor St. W,Toronto,Ontario,M6R 2Z3,Canada,Other - Public Services,1,Sq. Ft.
High Park Train Shed,34999538,1873 Bloor St W,Toronto,Ontario,M6R 2Z3,Canada,Other - Public Services,1,Sq. Ft.
High Park Upper Cherry Washroom,34999539,1873 Bloor St W,Toronto,Ontario,M6R 2Z3,Canada,Other - Public Services,1,Sq. Ft.
High Park Children's Teaching Kitchen,34999536,105 Colborne Lodge Dr.,Toronto,Ontario,M6P 2S3,Canada,Other - Public Services,835,Sq. Ft.
High Park Parkside Washroom,34999537,1873 Bloor St. W,Toronto,Ontario,M6S 2Z3,Canada,Other - Public Services,1,Sq. Ft.
140 Wellesley St E,34999550,140 Wellesley St E,Toronto,Ontario,M4Y 1J1,Canada,Other - Public Services,1,Sq. Ft.
150 Harrison St [Harrison St Park] - ele,34999551,150 Harrison St,Toronto,Ontario,M6J 2A4,Canada,Other - Public Services,1,Sq. Ft.
139 Marcos Blvd,34999548,139 Marcos Blvd,Scarborough,Ontario,M1P 2S2,Canada,Other - Public Services,1,Sq. Ft.
14 Dewhurst Blvd,34999549,14 Dewhurst Blvd.,Toronto,Ontario,M4J 3H9,Canada,Other - Public Services,1,Sq. Ft.
111 St Andrews Rd,34999546,111 St Andrews Road,Scarborough,Ontario,M1P 4C6,Canada,Other - Public Services,1,Sq. Ft.
1231 Queen St W,34999547,1229 QUEEN ST W,Toronto,Ontario,M6K 1L2,Canada,Other - Public Services,1,Sq. Ft.
100 Hickory Tree Rd.,34999544,100 Hickory Tree Rd,Toronto,Ontario,M6N 3W4,Canada,Other - Public Services,166,Sq. Ft.
1094 Lakeshore Blvd W,34999545,1094 Lakeshore Blvd W,Toronto,Ontario,M6K 3C3,Canada,Other - Public Services,1,Sq. Ft.
Cummer Lodge,34999526,205 CUMMER AVE,North York,Ontario,M2M 2E8,Canada,Residential Care Facility,243200,Sq. Ft.
Fudger House,34999527,439 SHERBOURNE ST,Toronto,Ontario,M4X 1K6,Canada,Residential Care Facility,118995,Sq. Ft.
Carefree Lodge,34999524,306 FINCH AVE E,North York,Ontario,M2N 4S5,Canada,Residential Care Facility,67490,Sq. Ft.
Castleview Wychwood Towers,34999525,351 CHRISTIE ST,Toronto,Ontario,M6G 3C3,Canada,Residential Care Facility,294447,Sq. Ft.
Greenfield Family Centre - GONE,34999522,305 GREENFIELD AVE,North York,Ontario,M2N 3E7,Canada,Other - Public Services,7384,Sq. Ft.
Bendale Acres,34999523,2920 LAWRENCE AVE E,Scarborough,Ontario,M1P 2T8,Canada,Residential Care Facility,210327,Sq. Ft.
90 Morningside Ave,34999520,90 MORNINGSIDE AVE,Scarborough,Ontario,M1E 3C2,Canada,Other - Public Services,1,Sq. Ft.
Fire & Life Safety Program Office,34999521,35 SPADINA RD,Toronto,Ontario,M5R 2S9,Canada,Other - Public Services,3552,Sq. Ft.
"Communication, Traffic, & Computer Centre",34999534,703 DON MILLS RD,North York,Ontario,M3C 3N3,Canada,Other - Public Services,132999,Sq. Ft.
High Park Black Oak Cafe,34999535,1873 Bloor Street W,Toronto,Ontario,M6R 2Z3,Canada,Other - Public Services,1,Sq. Ft.
Wesburn Manor,34999532,400 THE WEST MALL,Etobicoke,Ontario,M9C 5S1,Canada,Residential Care Facility,150867,Sq. Ft.
25 Via Renzo Drive,34999533,25 VIA RENZO DR,Richmond Hill,Ontario,L4S 0B8,Canada,Other - Public Services,13186,Sq. Ft.
Seven Oaks,34999530,9 NEILSON RD,Scarborough,Ontario,M1E 5E1,Canada,Residential Care Facility,133311,Sq. Ft.
True Davidson Acres,34999531,200 DAWES RD,Toronto,Ontario,M4C 5M8,Canada,Residential Care Facility,130082,Sq. Ft.
Kipling Acres,34999528,2233 KIPLING AVE,Etobicoke,Ontario,M9W 4L3,Canada,Residential Care Facility,184590,Sq. Ft.
Lakeshore Lodge,34999529,3197 LAKE SHORE BLVD W,Etobicoke,Ontario,M8V 3X5,Canada,Residential Care Facility,88964,Sq. Ft.
71 Ellis Park Rd,34999574,71 Ellis Park Rd,Toronto,Ontario,M6S 2V3,Canada,Other - Public Services,1,Sq. Ft.
734 Middlefield Rd,34999575,734 Middlefield Rd,Scarborough,Ontario,M1V 5E2,Canada,Other - Public Services,1,Sq. Ft.
65 Dickens St.,34999572,65 Dickens St.,Toronto,Ontario,M4M 1T8,Canada,Other - Public Services,1,Sq. Ft.
69 Hayden St (Park),34999573,69 Hayden St,Toronto,Ontario,M4Y 2P2,Canada,Other - Public Services,1,Sq. Ft.
585 Queen's Quay West,34999570,585 Queen's Quay W,Toronto,Ontario,M5V 3G3,Canada,Other - Public Services,1,Sq. Ft.
60 Ordnance St.,34999571,60 Ordnance St.,Toronto,Ontario,M6K 1A2,Canada,Other - Public Services,1,Sq. Ft.
51 Benshire Dr,34999568,51 Benshire Dr,Scarborough,Ontario,M1H 1M5,Canada,Other - Public Services,1,Sq. Ft.
Abbotsford Park,34999582,99 ELLERSLIE AVE,North York,Ontario,M2N 1Y2,Canada,Other - Public Services,16,Sq. Ft.
Adams Park,34999583,2 ROZELL RD,Scarborough,Ontario,M1C 2K9,Canada,Other - Public Services,18,Sq. Ft.
924 Markham Rd,34999580,924 Markham Rd,Scarborough,Ontario,M1H 2Y2,Canada,Other - Public Services,1,Sq. Ft.
946 Scarborough Golf Club Rd,34999581,946 Scarborough Golf Club Rd,Scarborough,Ontario,M1G 2W7,Canada,Other - Public Services,1,Sq. Ft.
8 Barkwin Dr,34999578,8 Barkwin Dr,Etobicoke,Ontario,M9V 2W1,Canada,Other - Public Services,12,Sq. Ft.
873 Brimley Rd,34999579,873 Brimley Rd,Scarborough,Ontario,M1P 3E9,Canada,Other - Public Services,1,Sq. Ft.
75 Atria Blvd,34999576,75 Atria Blvd.,North York,Ontario,M2J 5B2,Canada,Other - Public Services,1,Sq. Ft.
751 Brimorton Dr,34999577,751 Brimorton Dr,Scarborough,Ontario,M1G 2S4,Canada,Other - Public Services,1,Sq. Ft.
3001 McCowan Rd,34999558,3001 MCCOWAN RD,Scarborough,Ontario,M1V 1P2,Canada,Other - Public Services,1,Sq. Ft.
3045 Brimley Rd,34999559,3045 Brimley Rd,Scarborough,Ontario,M1V 1E1,Canada,Other - Public Services,1,Sq. Ft.
28 Rean Drive Urban Square Park,34999556,28 Rean Dr.,North York,Ontario,M2K 1H3,Canada,Other - Public Services,1,Sq. Ft.
291 Mill Rd,34999557,291 Mill Rd,Etobicoke,Ontario,M9C 1Y5,Canada,Other - Public Services,1,Sq. Ft.
200 Mount Olive Dr,34999554,200 Mount Olive Dr,Etobicoke,Ontario,M9V 3Z5,Canada,Other - Public Services,1,Sq. Ft.
21 Ballyconnor,34999555,21 Ballyconnor Crt,North York,Ontario,M2M 4C6,Canada,Other - Public Services,1,Sq. Ft.
180 Roxborough,34999553,245 DOUGLAS DR,Toronto,Ontario,M4W 2B9,Canada,Other - Public Services,1,Sq. Ft.
45 Wild Rose Gdns,34999566,45 Wild Rose Gdns,Toronto,Ontario,M6L 1J5,Canada,Other - Public Services,1,Sq. Ft.
5063 Yonge St Unit Underg,34999567,5063 Yonge St Unit Underg,North York,Ontario,M2M 3X6,Canada,Other - Public Services,1,Sq. Ft.
45 Dalhousie St,34999564,45 Dalhousie St,Toronto,Ontario,M5C 1S6,Canada,Other - Public Services,1,Sq. Ft.
45 Dunfield Ave,34999565,35 DUNFIELD AVE,Toronto,Ontario,M4S 2H3,Canada,Other - Public Services,1,Sq. Ft.
40 Dundas St E,34999562,38 DUNDAS ST E,Toronto,Ontario,M5B 1C5,Canada,Other - Public Services,1,Sq. Ft.
4005 Eglinton Ave W,34999563,30 MULHAM PL,Etobicoke,Ontario,M9A 4W1,Canada,Other - Public Services,1,Sq. Ft.
3079 Kennedy Rd,34999560,3079 Kennedy Rd,Scarborough,Ontario,M1V 1S3,Canada,Other - Public Services,1,Sq. Ft.
Barbara Hall Park,34999606,519 CHURCH ST,Toronto,Ontario,M4Y 2C9,Canada,Other - Public Services,81,Sq. Ft.
Bathurst-Wilson Parkette,34999607,3749 BATHURST ST,North York,Ontario,M3H 3M5,Canada,Other - Public Services,1,Sq. Ft.
Baird Park,34999604,275 KEELE ST,Toronto,Ontario,M6P 2K4,Canada,Other - Public Services,45,Sq. Ft.
Balmoral Park,34999605,170 Faywood Blvd,North York,Ontario,M3H 2Y1,Canada,Other - Public Services,44,Sq. Ft.
Avonshire Park,34999602,125 HARRISON GARDEN BLVD,North York,Ontario,M2N 7E3,Canada,Other - Public Services,28,Sq. Ft.
Avonshire Parkette,34999603,68 AVONDALE AVE,North York,Ontario,M2N 2T9,Canada,Other - Public Services,29,Sq. Ft.
Atria Park,34999600,63 Ann O'Reilly Rd,North York,Ontario,M2J 5C3,Canada,Other - Public Services,1,Sq. Ft.
Avondale Park,34999601,15 HUMBERSTONE DR,North York,Ontario,M2N 7C1,Canada,Other - Public Services,1,Sq. Ft.
Belmar Park,34999614,70 MONCLOVA RD,North York,Ontario,M3M 1S6,Canada,Other - Public Services,40,Sq. Ft.
Ben Nobleman,34999615,1075 EGLINTON AVE W,Toronto,Ontario,M6C 2E1,Canada,Other - Public Services,37,Sq. Ft.
Bellbury Park,34999612,55 VAN HORNE AVE,North York,Ontario,M2J 2S8,Canada,Other - Public Services,36,Sq. Ft.
Bellevue Square Park,34999613,5 BELLEVUE AVE,Toronto,Ontario,M5T 2N4,Canada,Other - Public Services,1,Sq. Ft.
Beaty Boulevard Parkette,34999610,1575 KING ST W,Toronto,Ontario,M6K 1J7,Canada,Other - Public Services,34,Sq. Ft.
Beaumonde Heights Park,34999611,271 TAYSHAM CRES,Etobicoke,Ontario,M9V 1X7,Canada,Other - Public Services,35,Sq. Ft.
Beaches Park,34999608,2075 QUEEN ST E,Toronto,Ontario,M4L 1J1,Canada,Other - Public Services,43,Sq. Ft.
Beaty Avenue Parkette,34999609,66 BEATY AVE,Toronto,Ontario,M6K 3B4,Canada,Other - Public Services,50,Sq. Ft.
Alexandra Park,34999590,275 BATHURST ST,Toronto,Ontario,M5T 2S3,Canada,Other - Public Services,32,Sq. Ft.
Allan A Lamport Stadium,34999591,1155 KING ST W,Toronto,Ontario,M6K 1E9,Canada,Other - Public Services,21,Sq. Ft.
Alex Duff Memorial Pool,34999588,750 BLOOR ST W,Toronto,Ontario,M6G 1L6,Canada,Other - Public Services,19,Sq. Ft.
Alexander Muir Memorial Gardens,34999589,2901 YONGE ST,Toronto,Ontario,M4N 2J7,Canada,Other - Public Services,31,Sq. Ft.
Albion Gardens Park,34999586,41 Deanlea Crt,Etobicoke,Ontario,M9V 2R5,Canada,Other - Public Services,1,Sq. Ft.
Aldwych Park,34999587,134 ALDWYCH AVE,Toronto,Ontario,M4J 1X6,Canada,Other - Public Services,20,Sq. Ft.
Aitken Place Park,34999584,90 Merchants Wharf,Toronto,Ontario,M5A 1B6,Canada,Other - Public Services,1,Sq. Ft.
Albert Standing Park,34999585,50 BOGERT AVE,North York,Ontario,M2N 1K6,Canada,Other - Public Services,22,Sq. Ft.
